user,final
"A student investigates the reaction of 20 cm³ of 0.1 mol/dm³ hydrochloric acid (HCl) with excess calcium carbonate (CaCO3). The reaction is CaCO3(s) + 2HCl(aq) → CaCl2(aq) + CO2(g) + H2O(l). The rate of reaction is monitored by measuring the volume of carbon dioxide (CO2) gas produced over time. The graph (Fig. 7.1) shows that the reaction produces a total of 40 cm³ of CO2 gas. (Note: The stoichiometry suggests that 20 cm³ of 0.1 mol/dm³ HCl should produce 0.001 mol of CO2, which is 24 cm³ at r.t.p. The graph showing 40 cm³ indicates an inconsistency in the initial conditions or the graph scale, but for the purpose of this question, we follow the graph data).State the time at which half the amount of hydrochloric acid is used.","To find the time at which half the amount of hydrochloric acid is used, we need to determine when half the total volume of carbon dioxide gas has been produced, as HCl is the limiting reactant. From the graph (Fig. 7.1), the total volume of CO2 produced when the reaction is complete is 40 cm³. Half of this amount is 40 cm³ / 2 = 20 cm³. Locating 20 cm³ on the y-axis (volume of carbon dioxide) and tracing horizontally to the curve, then vertically down to the x-axis (time/s), gives a time of approximately **10.5 s**."
"The experiment of reacting hydrochloric acid with excess calcium carbonate is repeated. This time, the concentration of hydrochloric acid is changed to 0.05 mol/dm³, which is half the original concentration (0.1 mol/dm³). All other conditions (volume of acid, temperature, surface area of calcium carbonate) remain the same. The original reaction produced a total of 40 cm³ of CO2 gas.Draw a line on the grid to show how the volume of carbon dioxide gas produced changes as the time changes.","The new line on the grid should reflect two changes:
1.  **Rate of reaction:** Since the concentration of hydrochloric acid is halved (from 0.1 mol/dm³ to 0.05 mol/dm³), the frequency of effective collisions between H⁺ ions and calcium carbonate will decrease. Therefore, the rate of reaction will be slower, meaning the curve will have a **less steep gradient** than the original curve.
2.  **Total volume of gas produced:** As the moles of HCl are halved (since volume is constant and concentration is halved), the total amount of CO2 produced will also be halved. The original experiment produced 40 cm³ of CO2, so the new experiment will produce 40 cm³ / 2 = **20 cm³ of CO2**. The new curve should therefore **plateau at 20 cm³** on the y-axis.

(The drawn line should start at the origin, be less steep than the original curve, and level off at 20 cm³.)"
"A student suggests a relationship for acids based on Table 8.1: pH ∝ 1 / (initial concentration of acid). Table 8.1 provides data for initial acid concentration, hydrogen ion concentration, and pH for hydrochloric acid (HCl), sulfuric acid (H2SO4), and ethanoic acid (CH3COOH).Use the data to show that this relationship is incorrect.","The relationship pH ∝ 1 / (initial concentration of acid) is incorrect because the pH of an acid solution is not solely determined by its initial concentration; it also depends on the acid's strength and basicity.

For example, if we compare acids at the same initial concentration from Table 8.1:
*   0.01 mol/dm³ hydrochloric acid has a pH of 2.0.
*   0.01 mol/dm³ sulfuric acid has a pH of 1.7.
*   0.01 mol/dm³ ethanoic acid has a pH of 3.4.

If the relationship pH ∝ 1 / (initial concentration of acid) were correct, then for the same initial concentration, all acids should exhibit the same pH, which is clearly contradicted by the different pH values observed for HCl, H2SO4, and CH3COOH at 0.01 mol/dm³."
"A student conducts tests on separate samples of aqueous copper(II) chloride (CuCl2) and aqueous copper(II) sulfate (CuSO4) using four different reagents (A, B, C, D). Both solutions are blue due to the presence of Cu²⁺ ions. The reagents are:
A: zinc powder (Zn)
B: acidified aqueous silver nitrate (AgNO3)
C: acidified aqueous barium nitrate (Ba(NO3)2)
D: aqueous sodium hydroxide (NaOH)Which two reagents give the same observations for both aqueous copper(II) chloride and aqueous copper(II) sulfate?","The two reagents that give the same observations for both aqueous copper(II) chloride and aqueous copper(II) sulfate are **A (zinc powder)** and **D (aqueous sodium hydroxide)**.

*   **Reagent A (Zinc powder):** Zinc is more reactive than copper. In both solutions, zinc will displace copper, causing the blue Cu²⁺ solution to turn colourless (as Cu²⁺ is removed) and a reddish-brown solid (copper) to be deposited.
*   **Reagent B (Acidified aqueous silver nitrate):** This reagent tests for halide ions. It would react with CuCl2 to form a white precipitate of AgCl, but it would not react with CuSO4 (no chloride ions).
*   **Reagent C (Acidified aqueous barium nitrate):** This reagent tests for sulfate ions. It would react with CuSO4 to form a white precipitate of BaSO4, but it would not react with CuCl2 (no sulfate ions).
*   **Reagent D (Aqueous sodium hydroxide):** In both solutions, sodium hydroxide will react with the Cu²⁺ ions to form a blue precipitate of copper(II) hydroxide, Cu(OH)2. This precipitate is insoluble in excess aqueous sodium hydroxide."
"Magnetite, Fe3O4, is an oxide of iron. The atomic mass of iron (Fe) is 56 and oxygen (O) is 16.Calculate the percentage by mass of iron in magnetite.","To calculate the percentage by mass of iron in magnetite (Fe3O4):

1.  **Calculate the molar mass of Fe3O4:**
    Mr of Fe3O4 = (3 × Atomic mass of Fe) + (4 × Atomic mass of O)
    Mr of Fe3O4 = (3 × 56) + (4 × 16) = 168 + 64 = 232 g/mol.

2.  **Calculate the total mass of iron in one mole of Fe3O4:**
    Total mass of Fe = 3 × 56 = 168 g.

3.  **Calculate the percentage by mass of iron:**
    Percentage by mass of Fe = (Total mass of Fe / Molar mass of Fe3O4) × 100%
    Percentage by mass of Fe = (168 / 232) × 100% = 72.4137...%

    Rounded to three significant figures, the percentage by mass of iron in magnetite is **72.4%**."
"Iron is extracted from its ore, haematite (Fe2O3), in a blast furnace. This high-temperature process involves several reactions and produces both the desired iron product and various waste products, including gases and solids.Name three main waste products of this process.","Three main waste products of iron extraction in a blast furnace are:
1.  **Carbon dioxide (CO2)**: Produced during the combustion of coke and the reduction of iron oxides.
2.  **Carbon monoxide (CO)**: Formed from the incomplete combustion of coke and the reduction of CO2, which is also a waste gas, though used as a reducing agent.
3.  **Calcium silicate / Slag (CaSiO3)**: A molten solid formed from the reaction of calcium oxide (from limestone) with acidic impurities like silicon dioxide."
"The Statue of Liberty's iron frame was covered with copper plates. It was observed that the iron frame rusted much faster than normal where it was in contact with the copper. Rusting is the corrosion of iron, a redox process where iron is oxidized.Explain why copper in contact with iron causes the iron to rust faster than normal.","When iron is in contact with copper in the presence of an electrolyte (such as moisture and dissolved salts from rain), an electrochemical cell (galvanic cell) is formed. Iron is more reactive than copper (iron is higher in the reactivity series). In this setup, the more reactive metal, iron, acts as the anode, and the less reactive metal, copper, acts as the cathode. Consequently, iron preferentially loses electrons (gets oxidized) more rapidly than it would if it were alone, thereby accelerating its rusting process. Copper, being the cathode, facilitates the reduction of oxygen, which is necessary for the oxidation of iron."
"Polymer P has the following properties: it has six carbon atoms in each of the monomers from which it is formed, is not a polyester, is non-biodegradable, and is suitable for use in parachutes and sleeping bags. Four partial structures of polymers are shown. Structure A is -(C(=O)-(CH2)4-C(=O)-O-(CH2)6-O)-, which is a polyester. Structure B is -(C(=O)-(CH2)6-C(=O)-N(H)-(CH2)6-N(H))-, which is a polyamide. Structure C is -(C(=O)-(CH2)4-C(=O)-N(H)-(CH2)6-N(H))-, which is a polyamide. Structure D is -(C(CH3)(C3H7))- which is a polyalkene.What is the partial structure of P?",-(C(=O)-(Ch2)4-C(=O)-N(H)-(Ch2)6-N(H))-
"Table 3.1 lists physical properties for five substances (A to E): Substance A has a melting point of 1410 °C and does not conduct electricity in the solid state. Substance B has a melting point of 340 °C and does not conduct electricity. Substance C has a melting point of -56 °C and does not conduct electricity. Substance D has a melting point of 70-80 °C and does not conduct electricity. Substance E has a melting point of 2595 °C and conducts electricity in the solid state. Figure 3.1 shows the structure of a carbon dioxide molecule as O=C=O, a linear molecule. Figure 3.2 shows the structure of a phosphorus pentoxide molecule as a cage-like structure of P4O10, with four phosphorus atoms and ten oxygen atoms.Which substance (A to E) would be carbon dioxide and phosphorus pentoxide respectively?
Use ideas about structure and bonding to explain your choice.
carbon dioxide
phosphorus pentoxide","Carbon dioxide = C;
Phosphorus pentoxide = B;
Both carbon dioxide and phosphorus pentoxide have simple molecular/covalent structures, meaning a small amount of energy is needed to overcome weak intermolecular forces. Their low melting points (C = -56 °C, B = 340 °C, both much lower than A, D, E) are consistent with this. Neither conducts electricity in solid state, also consistent with simple covalent structures. Phosphorus pentoxide (P4O10) is a larger molecule than carbon dioxide (CO2), hence it has stronger intermolecular forces and a higher melting point (B at 340 °C) compared to carbon dioxide (C at -56 °C)."
Photosynthesis is part of the carbon cycle.Explain why photosynthesis is important in the carbon cycle.,"Photosynthesis removes carbon dioxide from the atmosphere and thus helps regulate the amount of carbon dioxide. This process converts inorganic carbon dioxide into organic compounds, forming the base of many food webs and storing carbon in biomass."
"In a photosynthesis experiment, a student observed gas production with light and concluded: 'Since light energy is taken in for photosynthesis to occur, it is an endothermic reaction.'Explain why the student's conclusion is incorrect.","The student's conclusion is incorrect because the term 'endothermic' refers to reactions that absorb heat energy, leading to a decrease in temperature. While photosynthesis does require energy input, this energy is primarily light energy, not heat energy. Therefore, it is a photothermal process, not necessarily an endothermic reaction in the sense of heat absorption."
"Compound R contains 64.6% carbon, 10.8% hydrogen and 24.6% oxygen by mass. Organic compound P, from which R is formed by reaction with substance B, is a product of propanol reacting with acidified KMnO4 under reflux.Determine the empirical formula of R.","Calculations for empirical formula of R:
Carbon: 64.6 / 12 = 5.383 mol
Hydrogen: 10.8 / 1 = 10.8 mol
Oxygen: 24.6 / 16 = 1.537 mol
Dividing by the smallest (1.537):
C: 5.383 / 1.537 ≈ 3.5
H: 10.8 / 1.537 ≈ 7
O: 1.537 / 1.537 = 1
Multiplying by 2 to get whole numbers: C: 7, H: 14, O: 2
Empirical formula of R = C7H14O2"
"After the electrolysis ran for some time, a few barium nitrate crystals were placed in the middle of the filter paper soaked with potassium sulfate and purple litmus solution. The crystals dissolved.Describe another observation that could be made.","A white precipitate would be observed on the filter paper, particularly where the barium nitrate solution diffused and reacted with the sulfate ions from potassium sulfate, forming barium sulfate precipitate."
The student repeated experiments for reaction A (MnO2 + HCl) and reaction B (H2O2 decomposition using MnO2) using a larger mass of powdered manganese(IV) oxide. They concluded: Conclusion 1: The rate of reaction for A was significantly higher than the previous experiment. Conclusion 2: The total volume of oxygen gas collected in B remained unchanged.Explain why both his conclusions are correct.,"Conclusion 1 is correct because increasing the mass of powdered manganese(IV) oxide increases its total surface area. For reaction A, MnO2 is a reactant, so increasing its surface area increases the frequency of collisions between reactant particles, thus increasing the reaction rate.
Conclusion 2 is correct because MnO2 acts as a catalyst in reaction B (decomposition of H2O2). A catalyst increases the rate of reaction but does not get consumed or change the amount/mole of the limiting reactant. Therefore, even with a larger mass of catalyst, the total amount of oxygen gas produced (which depends on the amount of H2O2) remains unchanged."
"Table 9.2 provides pH values and corresponding concentrations of hydrogen ions in solution. For pH 1.3, [H+] is 0.0500 mol/dm³. For pH 1.6, [H+] is 0.0250 mol/dm³. For pH 1.9, [H+] is 0.0125 mol/dm³. For pH 2.0, [H+] is 0.0100 mol/dm³.Determine the pH of a sample of 0.0250 mol/dm³ of sulfuric acid.","Sulfuric acid (H2SO4) is a strong acid and dissociates completely: H2SO4 → 2H+ + SO42-.
So, for 0.0250 mol/dm³ H2SO4, the concentration of H+ ions is 0.0250 mol/dm³ × 2 = 0.0500 mol/dm³.
From Table 9.2, when [H+] is 0.0500 mol/dm³, the pH value is 1.3."
"Secondary colours like purple (red + blue), orange (red + yellow), and green (yellow + blue) are formed by mixing primary colours. A Universal Indicator displays several colour changes at various pH levels. Its main components are thymol blue, methyl red, bromothymol blue, and phenolphthalein. The table states: thymol blue is red in lower pH range, yellow in pH range 1.2 to 2.8, and yellow in upper pH range. Methyl red is red in lower pH range, yellow in pH range 4.2 to 6.3, and yellow in upper pH range. Bromothymol blue is yellow in lower pH range, yellow in pH range 6.0 to 7.6, and blue in upper pH range. Phenolphthalein is colourless in lower pH range, pink in pH range 8.0 to 10.5, and pink in upper pH range. At pH 3:Using relevant information, explain why a solution of pH 3 turns the Universal Indicator orange.","At pH 3:
Thymol blue appears yellow (as its change range is 1.2 to 2.8).
Methyl red appears red (as its change range is 4.2 to 6.3, so it is red at pH 3).
Bromothymol blue appears yellow (as its change range is 6.0 to 7.6, so it is yellow at pH 3).
Phenolphthalein appears colourless (as its change range is 8.0 to 10.5, so it is colourless at pH 3).

The overall colour of the Universal Indicator at pH 3 is a mixture of yellow from thymol blue and bromothymol blue, and red from methyl red. Mixing yellow and red produces orange, so the solution turns orange."
"A student performed a titration experiment using dilute hydrochloric acid and aqueous sodium hydroxide. Figure 9.1 shows the pH changes during the titration. The graph shows pH (y-axis, 0-14) versus volume of NaOH added (x-axis, 0-60 cm³). The pH starts low (around 1) and gradually increases, then undergoes a sharp increase (a 'definite step') from approximately pH 3 to pH 11, and then levels off at a high pH (around 13). The equivalence point is shown at pH 7, around 25 cm³ of NaOH added. The equivalence point is defined as the point where the volume of titrant added is just enough to completely neutralise the solution in the conical flask. An indicator is suitable for a titration if it meets criteria: narrow pH range, distinctive colors at lower/higher pH, changes color only once, and its pH range falls within the 'definite step' of the reaction. This question asks to evaluate whether the Universal Indicator fulfills each of these criteria for the titration experiment described.Explain whether the Universal Indicator fulfils each of these criteria for the titration experiment above.","1. **Has a narrow pH range in which it changes colour:** The Universal Indicator changes colour across a very wide pH range (from 1.2 to 10.5, or even 1 to 11 if considering the full spectrum). This is not a narrow range, so it does not fulfil this criterion.
2. **Has a distinctive colour at lower pH and a different colour at higher pH:** The Universal Indicator has many colours (red, orange, yellow, green, blue, indigo, violet) across its range, not just two distinct colours for acidic and alkaline. For example, at lower pH, it can be red, orange, or yellow, and at higher pH, it can be blue, indigo, or violet. So it does not fulfil this criterion of having *distinctive* low/high pH colours for a precise endpoint.
3. **Changes colour only once during the titration:** The Universal Indicator changes colour multiple times as the pH changes from strongly acidic to strongly alkaline (e.g., red to orange to yellow to green to blue to violet). It does not fulfil this criterion.
4. **pH range of indicator in which indicator changes colour falls within the definite 'step' of the reaction:** The definite 'step' in Fig 9.1 is from approximately pH 3 to pH 11. The Universal Indicator's colour change range (e.g., from red at pH 1 to violet at pH 11) spans the entire step, but because it shows many colours, it doesn't give a precise single point within the 'step' for an endpoint. Its full range is too broad for the sharp pH change of the step. So, it does not fulfil this criterion for precise endpoint determination."
"Figures 10.1, 10.2, and 10.3 show dot-and-cross diagrams of compounds formed when an unidentified element J bonds with various elements (F, Cl, H). Figure 10.1 shows J2F4, where each J atom forms two single bonds with F atoms and one single bond with the other J atom. Each F atom gains one electron from J to complete its octet. Figure 10.2 shows JCl3, where the J atom forms three single covalent bonds with three Cl atoms. Figure 10.3 shows JH3, where the J atom forms three single covalent bonds with three H atoms. In all these diagrams, F, Cl, and H are shown to be typically forming single bonds to achieve stable electron configurations.Determine the oxidation state of J in the various compounds.
chemical formula | oxidation state of J
J2F4 | 
JC13 | 
JH3 |","chemical formula | oxidation state of J
J2F4 | +2
JC13 | +3
JH3 | -3"
"Haematite, limestone, and coke are heated together in a blast furnace for the manufacture of iron.Explain why each of the substances below are needed in a blast furnace.
limestone
coke","Limestone (calcium carbonate) is needed to remove acidic impurities (such as silicon dioxide) by reacting to form slag (calcium silicate).
Coke (carbon) is needed as a reducing agent. It burns to form carbon monoxide, which is the main reducing agent for iron oxides in the blast furnace. It also acts as the fuel to provide the necessary high temperatures."
"Scrap high carbon steel can be recycled to make pure iron. To remove carbon impurities, oxygen is blown onto molten scrap high carbon steel in a large vessel called a converter. The carbon impurities are removed as carbon dioxide. Figure 11.1 shows a converter, where oxygen is blown from the top onto molten scrap high carbon steel at 1700°C.Write the chemical equation to show how carbon impurities from molten scrap high carbon steel are removed as carbon dioxide.",C (s) + O2 (g) → CO2 (g)
Oxygen is blown onto molten scrap high carbon steel in a converter at 1700°C to remove carbon impurities as carbon dioxide (C + O2 → CO2).The temperature of the molten scrap high carbon steel increases as oxygen is blown onto it. Explain why.,"The formation of carbon dioxide from carbon impurities and oxygen (C + O2 → CO2) is an exothermic reaction. This reaction releases a significant amount of heat, which causes the temperature of the molten scrap high carbon steel to increase."
"Table 11.1 shows data for the thermal decomposition of 2.00 g samples of various carbonates. For unknown carbonate 3, 1.30 g remained after heating. The metal in carbonate 3 has an ionic charge of 2+.By means of a calculation, identify carbonate 3.","Mass lost = mass of carbon dioxide formed = 2.00 g - 1.30 g = 0.70 g.
Number of moles of carbon dioxide (CO2) = 0.70 g / 44 g/mol = 0.01590 mol.
Since metal carbonate (MCO3) decomposes to MO + CO2, the mole ratio of metal carbonate to CO2 is 1:1.
Therefore, number of moles of metal carbonate = 0.01590 mol.
Molar mass (Mr) of metal carbonate = 2.00 g / 0.01590 mol = 125.78 g/mol.
Mr of metal (M) = Mr of MCO3 - Mr of CO3 = 125.78 - (12 + 3 × 16) = 125.78 - 60 = 65.78 g/mol.
The closest relative atomic mass to 65.78 is for Zinc (Zn), which is approximately 65.4. Therefore, carbonate 3 is zinc carbonate (ZnCO3)."
The carbonates of mercury and silver decompose to the metal on heating. For mercury(II) carbonate: 2HgCO3 → 2Hg + 2CO2 + O2.Write the chemical equation to show the thermal decomposition of silver carbonate.,2Ag2CO3 (s) → 4Ag (s) + 2CO2 (g) + O2 (g)
"The question presents four statements regarding the separation of a mixture of three liquids by fractional distillation. Statement 1 says 'The liquid with the highest boiling point is collected first.' Statement 2 says 'The liquid with the lowest boiling point is collected first.' Statement 3 says 'The mixture boils at a constant temperature throughout the separation.' Statement 4 says 'The temperature at which the mixture boils increases during the separation.' The task is to identify which combination of these statements is correct from options A (1 and 3), B (1 and 4), C (2 and 3), and D (2 and 4).A mixture of three liquids is separated by fractional distillation. Which statements are correct?
1 The liquid with the highest boiling point is collected first.
2 The liquid with the lowest boiling point is collected first.
3 The mixture boils at a constant temperature throughout the separation.
4 The temperature at which the mixture boils increases during the separation.
A 1 and 3
B 1 and 4
C 2 and 3
D 2 and 4","D. In fractional distillation, the liquid with the lowest boiling point vaporizes first, condenses, and is collected first (Statement 2 is correct). As the more volatile component (lowest boiling point liquid) is removed, the remaining mixture becomes less volatile, causing its boiling point to gradually increase during the separation (Statement 4 is correct). Therefore, statements 1 and 3 are incorrect."
"The reaction scheme shows Element P reacting with O2(g) under heat to form Magnesium oxide, indicating P is Magnesium. Another branch shows a Universal indicator turning blue with Solution Q, meaning Solution Q is alkaline. Solution Q reacts with dilute hydrochloric acid to form Solution R. Ammonia gas is shown elsewhere in the scheme as a product. The question asks to identify P, Q, and R.Write down the identities of P, Q and R.
P:
Q:
R:",P: Magnesium. Magnesium reacts with oxygen when heated to form magnesium oxide. Q: Aqueous ammonia (or ammonium hydroxide). Aqueous ammonia is an alkaline solution that would turn Universal indicator blue. R: Ammonium chloride. Ammonium chloride is formed when aqueous ammonia (a base) reacts with dilute hydrochloric acid (an acid).
"The question refers to the Haber process for ammonia synthesis, which involves nitrogen and hydrogen. It asks to state the source of either nitrogen or hydrogen.State the source of either nitrogen or hydrogen.",Nitrogen can be obtained from the fractional distillation of liquid air. Hydrogen can be obtained from the cracking of crude oil.
"The introductory passage explains that highly poisonous aqueous barium ions are formed when barium compounds react with gastric juices (hydrochloric acid) in the stomach. Barium sulfate is used in 'barium meals' because it is insoluble and thus non-poisonous. The question asks to explain why barium carbonate must not be used as a substitute for barium sulfate in a 'barium meal', considering its interaction with gastric acid.Explain why barium carbonate must not be substituted for barium sulfate in a 'barium meal'.","Even though barium carbonate is generally insoluble in water, it is a carbonate and will react with the dilute hydrochloric acid present in gastric juice in the stomach. This reaction would produce soluble barium chloride, which would then dissociate to form highly poisonous aqueous barium ions, leading to barium poisoning."
"The introductory passage defines pKa and states that a larger pKa value indicates less dissociation and a weaker acid. The question asks to explain the difference in ionisation between a weak acid and a strong acid like dilute hydrochloric acid.Explain how the ionisation in a weak acid differs from the ionisation of a strong acid, such as dilute hydrochloric acid.","In a strong acid, such as dilute hydrochloric acid, the acid molecules dissociate or ionise completely in water, releasing a very high concentration of hydrogen ions (H+). In contrast, a weak acid only partially dissociates or ionises in water, meaning only a small fraction of its molecules release hydrogen ions, resulting in a much lower concentration of H+ ions."
"The introductory passage states that a larger pKa value indicates less dissociation and thus a weaker acid. From part (c)(i), a strong acid ionises completely producing a high concentration of H+ ions (meaning low pH), while a weak acid ionises partially producing a low concentration of H+ ions (meaning high pH). The question asks to complete a table by circling 'high' or 'low' for pH and pKa values for strong and weak acids. The table to be completed shows: strong acid: pH (high / low), pKa (high / low); weak acid: pH (high / low), pKa (high / low).A student commented that pH is similar to pKa in terms of the way their values change in strong or weak acids.
Using the information from (c)(i) and the passage above, circle the correct description of pH and pKa in a solution of a strong and weak acid.
strong acid: pH (high / low), pKa (high / low)
weak acid: pH (high / low), pKa (high / low)","For a strong acid: pH is low (due to high H+ concentration from complete ionisation), and pKa is also low (indicating strong acidity/high dissociation). For a weak acid: pH is high (due to low H+ concentration from partial ionisation), and pKa is also high (indicating weak acidity/low dissociation)."
"The question asks to explain why carbon monoxide has no effect on litmus papers, which are commonly used to test the pH of substances.Litmus papers are commonly used to test for the pH of various substances.
Suggest why carbon monoxide has no effect on litmus papers.","Carbon monoxide has no effect on litmus papers because it is a neutral oxide. Neutral oxides do not react with water to form acidic or alkaline solutions, and therefore do not change the colour of pH indicators like litmus paper."
Figure 9.3.1 shows a conventional chromatogram (using solvent A) with four separated pigment spots from lavender flowers. Figure 9.3.2 shows a second chromatogram (after rotating the first one by 90 degrees and using solvent B) displaying five distinct separated pigment spots. The question asks to determine the total number of different pigments based on both chromatograms.How many different pigments (colourings) are there in the lavender flowers as shown from both the chromatograms?,"There are 5 different pigments (colourings). While Figure 9.3.1 (conventional chromatography) shows 4 spots, Figure 9.3.2 (two-way chromatography) reveals 5 distinct spots, indicating that the two-way method achieved a better separation of pigments that might have co-migrated in the first solvent."
"Figure 9.3 illustrates a two-way paper chromatography experiment, where Figure 9.3.1 shows a conventional separation with solvent A, and Figure 9.3.2 shows separation with a second solvent B after 90-degree rotation. Figure 9.3.1 shows 4 spots, while Figure 9.3.2 shows 5 spots, indicating a better separation in the two-way method. The question asks for the advantage of two-way chromatography over conventional chromatography.Comment on the advantage of using a two-way chromatography versus the conventional chromatography.","The main advantage of using two-way chromatography over conventional chromatography is its enhanced ability to separate components that have very similar Rf values in a single solvent system. By using a second solvent in a perpendicular direction, compounds that co-elute or are poorly resolved in the first dimension can often be further separated, revealing more components in a complex mixture, as evidenced by the increase from 4 to 5 visible spots in this experiment."
"The provided list of substances includes: A is aluminium oxide, Al2O3. B is carbon monoxide, CO. C is potassium dichromate(VI), K2Cr2O7. D is ammonium nitrate, NH4NO3. E is potassium manganate(VII), KMnO4. F is fluorine, F2. G is nitrogen dioxide, NO2. The question asks to identify a substance as a neutral oxide.Write the symbol for the substance which (a) is a neutral oxide.","The neutral oxide is B, carbon monoxide (CO)."
"The provided list of substances includes: A is aluminium oxide, Al2O3. B is carbon monoxide, CO. C is potassium dichromate(VI), K2Cr2O7. D is ammonium nitrate, NH4NO3. E is potassium manganate(VII), KMnO4. F is fluorine, F2. G is nitrogen dioxide, NO2. The question asks to identify a substance that is able to oxidise iodide ions to iodine.Write the symbol for the substance which (b) is able to oxidise iodide ions to iodine.","Substances able to oxidise iodide ions to iodine are C (potassium dichromate(VI)), E (potassium manganate(VII)), and F (fluorine), as they are strong oxidising agents."
"The provided list of substances includes: A is aluminium oxide, Al2O3. B is carbon monoxide, CO. C is potassium dichromate(VI), K2Cr2O7. D is ammonium nitrate, NH4NO3. E is potassium manganate(VII), KMnO4. F is fluorine, F2. G is nitrogen dioxide, NO2. The question asks to identify a substance that produces an alkaline gas when warmed with sodium hydroxide.Write the symbol for the substance which (c) produces an alkaline gas when warmed with sodium hydroxide.","The substance that produces an alkaline gas (ammonia, NH3) when warmed with sodium hydroxide is D, ammonium nitrate (NH4NO3), as ammonium salts react with alkalis to produce ammonia gas."
"The provided list of substances includes: A is aluminium oxide, Al2O3. B is carbon monoxide, CO. C is potassium dichromate(VI), K2Cr2O7. D is ammonium nitrate, NH4NO3. E is potassium manganate(VII), KMnO4. F is fluorine, F2. G is nitrogen dioxide, NO2. The question asks to identify a substance that contains a transition metal with an oxidation state of +6.Write the symbol for the substance which (d) contains a transition metal with an oxidation state of +6.","The substance that contains a transition metal with an oxidation state of +6 is C, potassium dichromate(VI) (K2Cr2O7), where chromium (Cr) is the transition metal."
"The provided list of substances includes: A is aluminium oxide, Al2O3. B is carbon monoxide, CO. C is potassium dichromate(VI), K2Cr2O7. D is ammonium nitrate, NH4NO3. E is potassium manganate(VII), KMnO4. F is fluorine, F2. G is nitrogen dioxide, NO2. The question asks to identify a substance that is soluble in rainwater, forming acid rain.Write the symbol for the substance which (e) is soluble in rainwater, forming acid rain.","The substance that is soluble in rainwater, forming acid rain, is G, nitrogen dioxide (NO2), as it is an acidic oxide that reacts with water to form nitric acid and nitrous acid, contributing to acid rain."
"The reaction between ammonium perchlorate, NH4ClO4 (s), and aluminium metal, Al (s), produces substances including Al2O3 (s), AlCl3 (s), H2O (g), and N2 (g). The unbalanced equation provided is: __NH4ClO4 (s) + __Al (s) → __Al2O3 (s) + __AlCl3 (s) + __H2O (g) + __N2 (g).Balance and complete the equation by filling in the blanks.",The balanced equation is: 6NH4ClO4 (s) + 10Al (s) → 4Al2O3 (s) + 2AlCl3 (s) + 12H2O (g) + 3N2 (g).
"Proteins are described as polyamides, which are polymers containing repeating amide linkages.Proteins are polyamides. Name one other example of a polyamide.",Another example of a polyamide is Nylon.
Figure 3.2 shows the structure of PET (polyethylene terephthalate). The repeating unit of PET clearly shows a -COO- functional group connecting the monomer units.Name the linkage present in PET.,The linkage present in PET is an ester (linkage).
"PET (polyethylene terephthalate) is a polyester, formed from dicarboxylic acid and diol monomers. Its repeating unit shows ester linkages. The structure provided in Fig. 3.2 is -O-CH2-CH2-O-CO-C6H4-CO-. This suggests the monomers are ethylene glycol (a diol) and terephthalic acid (a dicarboxylic acid). The question asks to draw the structure of one of the monomers used to produce PET.Draw the structure of one of the monomers used to produce PET.","One of the monomers used to produce PET is ethylene glycol (ethane-1,2-diol), which has the structural formula: HO-CH2-CH2-OH. The other monomer is terephthalic acid (benzene-1,4-dicarboxylic acid), which has the structural formula: HOOC-C6H4-COOH, where C6H4 represents a benzene ring with carboxylic acid groups at opposite ends."
Poly(ethene) is a polymer made by addition polymerisation. Polymers can also be formed by condensation polymerisation.Describe two differences between addition polymerisation and condensation polymerisation.,"Two differences between addition polymerisation and condensation polymerisation are:
1. Addition polymerisation typically involves monomers with carbon-carbon double bonds (like alkenes) and results in the polymer being the only product, with no loss of atoms from the monomers. In contrast, condensation polymerisation involves monomers with two different functional groups (e.g., amine and carboxyl, or hydroxyl groups) and results in the formation of the polymer along with the elimination of a small molecule, such as water or hydrogen chloride.
2. In addition polymerisation, the empirical formula of the monomer is the same as the empirical formula of the polymer. However, in condensation polymerisation, the empirical formula of the monomer is generally different from the empirical formula of the polymer due to the loss of a small molecule during the reaction."
"Figure 4.1 is a graph showing the volume of hydrogen released (in cm³) on the y-axis against time (in s) on the x-axis for the reaction. The total volume of hydrogen released is 42 cm³. Half the mass of zinc corresponds to half the volume of hydrogen produced. Half of 42 cm³ is 21 cm³. To find how long it took for this amount of hydrogen to be produced, locate 21 cm³ on the y-axis and read the corresponding time on the x-axis from the curve labeled Fig. 4.1.From Fig. 4.1, how long did it take for half the mass of zinc to be used up?","Half the mass of zinc corresponds to half the maximum volume of hydrogen, which is 42 cm³ / 2 = 21 cm³. Locating 21 cm³ on the y-axis of Fig. 4.1 and tracing horizontally to the reaction curve, then vertically down to the x-axis, the time taken is approximately 55 s."
"Methanoic acid is a weak acid that dissociates partially in water, producing methanoate ions (HCOO-) and hydrogen ions (H+). The dissociation is shown by the equation: HCOOH (aq) ⇌ HCOO-(aq) + H+(aq).How does the equation show that methanoic acid is a weak acid?","The equation HCOOH (aq) ⇌ HCOO-(aq) + H+(aq) shows that methanoic acid is a weak acid because it uses a reversible arrow (⇌). This indicates that the dissociation into methanoate ions and hydrogen ions is incomplete and occurs only partially, with the equilibrium lying to the left, favoring the undissociated methanoic acid molecules."
